model_id,monthly_mae_kgal,monthly_rmse_kgal,mean_cosine_similarity,median_cosine_similarity,annual_mae_kgal,annual_rmse_kgal,annual_bias_kgal
nonnegative_class_area,3.7141530082226715,7.3701110733462825,0.9138557036505248,0.9569708538001882,34.952693685415255,50.15189668828062,-2.5340020730335087
nonnegative_seasonally_regularized,3.6672223979095064,7.341695133228107,0.9201852725352168,0.9572312546706166,34.73271043858715,50.2508446727484,-3.5536242694346893
signed_ridge_class_area,3.6866960417529158,7.354198598366887,0.8994300883316227,0.958495218696519,34.586071309743964,49.881801007428166,-3.424219408333181
signed_seasonally_regularized_class_area,3.6646085782908053,7.394090764919324,0.9049059732199566,0.9597674638069204,34.58607130974395,49.88180100742813,-3.424219408333233
