model_id,monthly_mae_kgal,monthly_rmse_kgal,mean_cosine_similarity,median_cosine_similarity,annual_mae_kgal,annual_rmse_kgal,annual_bias_kgal
mean_curve,3.9989331436699858,7.5223310112105946,0.918679696765571,0.9555762379351138,38.830725462304414,51.66397017712743,1.495879443705474e-15
class_area_nnls,3.7141530082226715,7.3701110733462825,0.9138557036505248,0.9569708538001882,34.952693685415255,50.15189668828062,-2.5340020730335087
seasonally_regularized_class_area,3.6672223979095064,7.341695133228107,0.9201852725352168,0.9572312546706166,34.73271043858715,50.2508446727484,-3.5536242694346893
landsat_only_parcel_ridge,3.9946296333178664,7.6058732675719565,0.920775679374402,0.9611455714636842,39.553274259020014,52.882846707169286,-0.0953937238611012
landsat_only_parcel_rf,4.289533340476009,8.013721917009416,0.9214028510428702,0.9491733924079351,43.06075754863349,56.76706122254964,5.268671386257851
landsat_only_bottomup_nonnegative,3.9397461012103845,7.642664724996811,0.9201065179680794,0.9545338323875132,38.42753638640848,53.86165352853928,-4.002989538100853
landsat_only_bottomup_signed,3.998734903657094,7.728754536725963,0.9197322929198745,0.9533057057809393,39.122416437748164,54.62888943983816,-3.735688527300047
